entity1,relation,entity2,merged_sentence,label
questions,depend on,code,questions depend on code,F
programming language,adds,style messaging,programming language adds style messaging,F
C,is now primarily developed by,programming language,c is now primarily developed by programming language,F
programming language,adds,the C programming language,programming language adds the c programming language,F
C,inherits,the syntax,c inherits the syntax,F
C,inherits,primitive types,c inherits primitive types,F
C,adds,syntax,c adds syntax,F
C,adds,methods,c adds methods,F
C,has,many powerful features,c has many powerful features,F
Python,features,the syntax,python features the syntax,F
some users,remain on,version,some users remain on version,F
some users,remain on,various reasons,some users remain on various reasons,F
Python,has reached,End,python has reached end,F
meaning Python,will receive,no further updates,meaning python will receive no further updates,F
meaning Python,will receive,bugfixes,meaning python will receive bugfixes,F
Python,has reached,January,python has reached january,F
Python,has reached,Life status,python has reached life status,F
Many frameworks,are following,a similar policy,many frameworks are following a similar policy,F
question,includes,Python 3.x,question includes python 3.x,F
level python web framework,encourages,rapid development,level python web framework encourages rapid development,F
level python web framework,encourages,pragmatic design,level python web framework encourages pragmatic design,F
the non-profit Django Software Foundation,takes,care,the non-profit django software foundation takes care,F
relational mapper,mediates between,a system,relational mapper mediates between a system,F
relational mapper,mediates between,a relational database,relational mapper mediates between a relational database,F
relational mapper,mediates between,data models,relational mapper mediates between data models,F
the browser,augment,the HTML vocabulary,the browser augment the html vocabulary,F
the browser,augment,directives,the browser augment directives,F
directives,add,DOM control,directives add dom control,F
directives,add,unrolling,directives add unrolling,F
directives,add,behind DOM,directives add behind dom,F
directives,add,form validation,directives add form validation,F
directives,add,way data binding,directives add way data binding,F
AngularJS,was developed,Google,angularjs was developed google,F
AngularJS,is used internally by,applications,angularjs is used internally by applications,F
AngularJS,refers to,all 1.x versions,angularjs refers to all 1.x versions,F
tag,be used for,questions,tag be used for questions,F
versions,include,code names,versions include code names,F
versions,include,release dates,versions include release dates,F
versions,include,notes,versions include notes,F
code names,include,code names,code names include code names,F
code names,include,release dates,code names include release dates,F
code names,include,notes,code names include notes,F
release dates,include,code names,release dates include code names,F
release dates,include,release dates,release dates include release dates,F
release dates,include,notes,release dates include notes,F
Questions,should use,this tag,questions should use this tag,F
metadata,consists of,styling,metadata consists of styling,F
metadata,consists of,the template,metadata consists of the template,F
metadata,consists of,templateUrl,metadata consists of templateurl,F
metadata,consists of,the selector,metadata consists of the selector,F
application,needs,any value,application needs any value,F
application,needs,function,application needs function,F
application,needs,feature,application needs feature,F
Angular uses dependency injection,provide,new components,angular uses dependency injection provide new components,F
Angular uses dependency injection,provide,the services,angular uses dependency injection provide the services,F
all major versions,feature,some breaking changes,all major versions feature some breaking changes,F
specific tags,include,excel,specific tags include excel,F
specific tags,include,excel,specific tags include excel,F
specific tags,include,excel,specific tags include excel,F
specific tags,include,excel,specific tags include excel,F
specific tags,include,excel,specific tags include excel,F
specific tags,include,excel,specific tags include excel,F
specific tags,include,excel,specific tags include excel,F
specific tags,include,excel,specific tags include excel,F
Regular expressions,match,patterns,regular expressions match patterns,F
all questions,include,a tag,all questions include a tag,F
Requests,explain,a regular expression pattern,requests explain a regular expression pattern,F
Requests,explain,construct,requests explain construct,F
this regex mean,contains,details,this regex mean contains details,F
this regex mean,contains,regular expression constructs,this regex mean contains regular expression constructs,F
The term,is typically abbreviated as,regex,the term is typically abbreviated as regex,F
The term,is typically abbreviated as,RegEx,the term is typically abbreviated as regex,F
common denominator,recommended for,a tool,common denominator recommended for a tool,F
question,relates to,automata theory sense,question relates to automata theory sense,F
question,relates to,regular expressions,question relates to regular expressions,F
A link,see,link section,a link see link section,F
some representative data,can do,wonders,some representative data can do wonders,F
A link,see,attempt,a link see attempt,F
issue,been solved by,somebody,issue been solved by somebody,F
issue,has already been solved,somebody,issue has already been solved somebody,F
issue,asking,asking something,issue asking asking something,F
issue,asking,asking something,issue asking asking something,F
The following section,outlines,some common recurring topics,the following section outlines some common recurring topics,F
the tool,are using,using supports,the tool are using using supports,F
the tool,are using,the syntax,the tool are using the syntax,F
question,is not specific to,any particular implementation,question is not specific to any particular implementation,F
many engines,issue,a warning,many engines issue a warning,F
the regex way,say,the record,the regex way say the record,F
p,matches,the same string,p matches the same string,F
p,matches,expression http,p matches expression http,F
Beginners,attempt to use,square brackets,beginners attempt to use square brackets,F
Jun,may look like,a regex,jun may look like a regex,F
Jun,may look like,matching months,jun may look like matching months,F
abc,defines,a character class,abc defines a character class,F
a character class,matches,a single character,a character class matches a single character,F
abc,defines,the record,abc defines the record,F
The proper way,express,alternation,the proper way express alternation,F
related dialects,will need,backslashes,related dialects will need backslashes,F
beginners,will use negated,character classes,beginners will use negated character classes,F
The proper way,express,many dialects,the proper way express many dialects,F
beginners,will use negated,attempt,beginners will use negated attempt,F
turn,followed by,any single character,turn followed by any single character,F
abc,matches,a single character,abc matches a single character,F
the character class negation operator,is distinct from,the beginning,the character class negation operator is distinct from the beginning,F
the engine,will find,the engine,the engine will find the engine,F
The regex a.,will match,the entire string,the regex a. will match the entire string,F
b,will match,the entire string,b will match the entire string,F
abc,captures,the last occurrence,abc captures the last occurrence,F
abc,captures,string,abc captures string,F
Common applications,include,data validation,common applications include data validation,F
Common applications,include,the production,common applications include the production,F
Common applications,include,data,common applications include data,F
Common applications,include,data,common applications include data,F
Common applications,include,many other tasks,common applications include many other tasks,F
regular expressions,would be useful on,Internet search engines,regular expressions would be useful on internet search engines,F
many cases system administrators,can run,queries,many cases system administrators can run queries,F
search engines,do not offer,regex support,search engines do not offer regex support,F
many cases system administrators,can run,many cases system administrators,many cases system administrators can run many cases system administrators,F
search engines,do not offer,the public,search engines do not offer the public,F
a smartphone,was first launched on,June,a smartphone was first launched on june,F
Native iOS applications,are written in,the release,native ios applications are written in the release,F
Native iOS applications,are written in,the release,native ios applications are written in the release,F
questions,are also applicable to,iPod touch devices,questions are also applicable to ipod touch devices,F
The iPhone,wear,both tags,the iphone wear both tags,F
several hardware features,are accessible to,native applications,several hardware features are accessible to native applications,F
several hardware features,are accessible to,some cases,several hardware features are accessible to some cases,F
sensors,are accessible to,native applications,sensors are accessible to native applications,F
sensors,are accessible to,some cases,sensors are accessible to some cases,F
several hardware features,are accessible to,native applications,several hardware features are accessible to native applications,F
several hardware features,are accessible to,some cases,several hardware features are accessible to some cases,F
classes,exist in,both Cocoa,classes exist in both cocoa,F
classes,exist in,Cocoa Touch,classes exist in cocoa touch,F
language,combines,concepts,language combines concepts,F
language,combines,Perl,language combines perl,F
language,combines,Smalltalk,language combines smalltalk,F
language,combines,Lisp,language combines lisp,F
language,combines,concepts,language combines concepts,F
language,supports,multiple programming paradigms,language supports multiple programming paradigms,F
language,combines,Smalltalk,language combines smalltalk,F
language,combines,Lisp,language combines lisp,F
language,combines,Perl,language combines perl,F
language,combines,concepts,language combines concepts,F
language,has,a dynamic type system,language has a dynamic type system,F
language,has,automatic memory management,language has automatic memory management,F
language,combines,concepts,language combines concepts,F
language,combines,Smalltalk,language combines smalltalk,F
language,combines,Lisp,language combines lisp,F
language,combines,Perl,language combines perl,F
language,combines,Smalltalk,language combines smalltalk,F
language,combines,Lisp,language combines lisp,F
language,combines,Perl,language combines perl,F
primary purpose,help,every programmer,primary purpose help every programmer,F
primary purpose,enjoy,programming,primary purpose enjoy programming,F
Ruby,was initially conceived on,February,ruby was initially conceived on february,F
Ruby's mindshare,spiked around,Ruby,ruby's mindshare spiked around ruby,F
Ruby,continuing to find,acceptance,ruby continuing to find acceptance,F
AJAX,update displayed,information,ajax update displayed information,F
AJAX,uses,API,ajax uses api,F
data,was only sent during,the client communication phase,data was only sent during the client communication phase,F
Each HTML request,would provide,part,each html request would provide part,F
Each HTML request,would provide,part,each html request would provide part,F
This second alternative,used,operations,this second alternative used operations,F
an entire data,reloading,the base page,an entire data reloading the base page,F
an entire data,set into,the client,an entire data set into the client,F
level API,encapsulate,object,level api encapsulate object,F
level API,providing,interface,level api providing interface,F
The client,opens,a new XMLHttpRequest,the client opens a new xmlhttprequest,F
The client,requests,a web page,the client requests a web page,F
a special page,loads,data,a special page loads data,F
This request,is typically aimed at,a special page,this request is typically aimed at a special page,F
the code,must handle,the communications layer,the code must handle the communications layer,F
the client,receives,a packet,the client receives a packet,F
this callback function,will be called,every time,this callback function will be called every time,F
the client,receives,the server,the client receives the server,F
many javascript libraries,will handle,this interaction,many javascript libraries will handle this interaction,F
a new API,called fetch,an example,a new api called fetch an example,F
question,relates to,programming using Linux APIs,question relates to programming using linux apis,F
computer operating system,consists of,space libraries,computer operating system consists of space libraries,F
computer operating system,consists of,programs,computer operating system consists of programs,F
a system,uses,a monolithic kernel,a system uses a monolithic kernel,F
a monolithic kernel,handles,file system access,a monolithic kernel handles file system access,F
Device drivers,integrated directly with,the kernel,device drivers integrated directly with the kernel,F
Device drivers,are either integrated,the kernel,device drivers are either integrated the kernel,F
Separate projects,interface with,the kernel,separate projects interface with the kernel,F
The graphical user interface,used by,Linux systems,the graphical user interface used by linux systems,F
The linux tag,is generally used for,questions,the linux tag is generally used for questions,F
Notable questions,be properly tagged as,Unix,notable questions be properly tagged as unix,F
some features,are specific to,Linux,some features are specific to linux,F
A fair number,tagged with,shell,a fair number tagged with shell,F
the particular shell,are interested in,bash,the particular shell are interested in bash,F
regarding writing GNU,should be tagged,kernel,regarding writing gnu should be tagged kernel,F
Distrowatch aggregates,keeps,track,distrowatch aggregates keeps track,F
XML flexibility,lends to,a wide variety,xml flexibility lends to a wide variety,F
The tags,will be similar to,tags,the tags will be similar to tags,F
The tags,will be similar to,HTML,the tags will be similar to html,F
a language,is very similar to,HTML,a language is very similar to html,F
this way XML,acts like,this way XML,this way xml acts like this way xml,F
this way XML,acts like,language,this way xml acts like language,F
a language,create,other languages,a language create other languages,F
The design goals,emphasize,simplicity,the design goals emphasize simplicity,F
The design goals,emphasize,generality,the design goals emphasize generality,F
The design goals,emphasize,usability,the design goals emphasize usability,F
the design,focuses on,documents,the design focuses on documents,F
the design,is widely used for,the representation,the design is widely used for the representation,F
XML,has reached,version,xml has reached version,F
XML,was introduced in,version,xml was introduced in version,F
XML,has,some unique features,xml has some unique features,F
the structure,is very similar to,the structure,the structure is very similar to the structure,F
the nodes,being called,tags,the nodes being called tags,F
The following links,provide,additional information,the following links provide additional information,F
the text,serves as,an example,the text serves as an example,F
The following text,is defined using,entity references,the following text is defined using entity references,F
The following links,learn about,sgml html xhtml xquery xpath xslt xlink xpointerxml,the following links learn about sgml html xhtml xquery xpath xslt xlink xpointerxml,F
an open source web application framework,implements,pattern,an open source web application framework implements pattern,F
tooling,implements,pattern,tooling implements pattern,F
source web application framework,implements,pattern,source web application framework implements pattern,F
tooling,implements,pattern,tooling implements pattern,F
The ASP.NET MVC Framework,provides,an alternative,the asp.net mvc framework provides an alternative,F
The ASP.NET MVC Framework,provides,the ASP.NET WebForms Framework,the asp.net mvc framework provides the asp.net webforms framework,F
The ASP.NET MVC Framework,uses existing,existing ASP.NET features,the asp.net mvc framework uses existing existing asp.net features,F
The ASP.NET MVC Framework,has become,initiative,the asp.net mvc framework has become initiative,F
The ASP.NET MVC Framework,has become,recent versions,the asp.net mvc framework has become recent versions,F
mvc releases,tend to package,additional technologies,mvc releases tend to package additional technologies,F
ASP.NET MVC,is based separates,architectural pattern,asp.net mvc is based separates architectural pattern,F
ASP.NET MVC,is based separates,an application,asp.net mvc is based separates an application,F
The reason,is to provide,overall architecture,the reason is to provide overall architecture,F
The reason,is to provide,improving maintainability,the reason is to provide improving maintainability,F
This concept,is often referred to as,Separation,this concept is often referred to as separation,F
A model,represents,the state,a model represents the state,F
a model,maps to,a database table,a model maps to a database table,F
A controller,handles,interactions,a controller handles interactions,F
A controller,handles,updates,a controller handles updates,F
A model,reflect,a change,a model reflect a change,F
A controller,passes,information,a controller passes information,F
A controller,passes,the view,a controller passes the view,F
A view,accepts,necessary information,a view accepts necessary information,F
A view,renders,a user interface,a view renders a user interface,F
Microsoft,has shipped,the framework,microsoft has shipped the framework,F
Microsoft,has shipped,the framework,microsoft has shipped the framework,F
Microsoft,has shipped,a specific release,microsoft has shipped a specific release,F
Microsoft,has shipped,a specific release,microsoft has shipped a specific release,F
versions,tied to,a specific version,versions tied to a specific version,F
The first thing,apply,all updates,the first thing apply all updates,F
The first thing,is open up,the NuGet package manager,the first thing is open up the nuget package manager,F
compatibility,stay with,version jQuery 1.x,compatibility stay with version jquery 1.x,F
questions,may refer to,a specific version,questions may refer to a specific version,F
questions,apply to,versions,questions apply to versions,F
the question,says,MVC3,the question says mvc3,F
question,is specifically about programming,any MS Office application,question is specifically about programming any ms office application,F
programming language,was first introduced by,Microsoft,programming language was first introduced by microsoft,F
VBA,uses,a subset,vba uses a subset,F
VBA 6 code,will run equally well on,any host,vba 6 code will run equally well on any host,F
VBA,is still built into,Microsoft Office applications,vba is still built into microsoft office applications,F
new features,allow,VBA,new features allow vba,F
specific object models,are regularly supplemented to support,new functionality,specific object models are regularly supplemented to support new functionality,F
several important changes,made to,VBA,several important changes made to vba,F
VBA support,be locked,a security measure,vba support be locked a security measure,F
VBA support,be locked,network administrators,vba support be locked network administrators,F
Microsoft returned VBA,returned,Microsoft returned VBA,microsoft returned vba returned microsoft returned vba,F
Microsoft returned VBA,returned,Office,microsoft returned vba returned office,F
VBA VBA,has repeatedly replied,a large amount,vba vba has repeatedly replied a large amount,F
VBA VBA,will be removed altogether from,Office,vba vba will be removed altogether from office,F
a simple subroutine,generates,a message box,a simple subroutine generates a message box,F
a simple subroutine,prints,a message,a simple subroutine prints a message,F
a simple subroutine,prints,the Immediate window,a simple subroutine prints the immediate window,F
Spring,provides,services,spring provides services,F
Spring,provides,functionalities,spring provides functionalities,F
People,ask about,the following Spring topics,people ask about the following spring topics,F
The data,are typically organized to,model aspects,the data are typically organized to model aspects,F
The data,are typically organized to,a way,the data are typically organized to a way,F
a way,supports finding,a hotel,a way supports finding a hotel,F
The data,is typically organized to,model aspects,the data is typically organized to model aspects,F
The data,is typically organized to,a way,the data is typically organized to a way,F
A large proportion,rely on,databases,a large proportion rely on databases,F
database systems,provide,other properties,database systems provide other properties,F
database systems,provide,persistence,database systems provide persistence,F
computer science graduates,cite,Databases database class,computer science graduates cite databases database class,F
The term database,be confused with,Database Management System,the term database be confused with database management system,F
An atomic system,must guarantee,every situation,an atomic system must guarantee every situation,F
a committed transaction,appears,the outside world,a committed transaction appears the outside world,F
any transaction,will bring,the database,any transaction will bring the database,F
any transaction,will bring,one valid state,any transaction will bring one valid state,F
Any data,written to,the database,any data written to the database,F
the application programmer,might have wanted,all ways,the application programmer might have wanted all ways,F
any programming errors,result in,the violation,any programming errors result in the violation,F
the concurrent execution,results in,a system state,the concurrent execution results in a system state,F
the effects,be visible to,another transaction,the effects be visible to another transaction,F
Durability,will remain,the event,durability will remain the event,F
the results,need to be,a relational database,the results need to be a relational database,F
the results,need to be,instance,the results need to be instance,F
transactions,must be recorded in,a non-volatile memory,transactions must be recorded in a non-volatile memory,F
effects,must be recorded in,a non-volatile memory,effects must be recorded in a non-volatile memory,F
topic questions,include,those about theme development,topic questions include those about theme development,F
webmasters,have,the flexibility,webmasters have the flexibility,F
webmasters,have,dynamic presentation,webmasters have dynamic presentation,F
WordPress,allows,developers,wordpress allows developers,F
WordPress,allows,WordPress system,wordpress allows wordpress system,F
pieces,can be grouped into,separate executables,pieces can be grouped into separate executables,F
WordPress,extend,functionality,wordpress extend functionality,F
WordPress,should be distinguished from,wordpress.com,wordpress should be distinguished from wordpress.com,F
Questions,asked on,Stack Exchange WordPress Development,questions asked on stack exchange wordpress development,F
server configuration,asked on,Stack Exchange WordPress Development,server configuration asked on stack exchange wordpress development,F
practices,asked on,Stack Exchange WordPress Development,practices asked on stack exchange wordpress development,F
WordPress,appeared,January,wordpress appeared january,F
WordPress,has since been improved,many times,wordpress has since been improved many times,F
WordPress,has since been improved,updates,wordpress has since been improved updates,F
major release,released on,August,major release released on august,F
WordPress,released on,August,wordpress released on august,F
The source code,is hosted on,GitHub,the source code is hosted on github,F
The source code,licensed under,the terms,the source code licensed under the terms,F
Laravel,will release,major updates,laravel will release major updates,F
Laravel,will release,version,laravel will release version,F
development,is lead by,Taylor Otwell,development is lead by taylor otwell,F
programming languages,provide,a dedicated string data type,programming languages provide a dedicated string data type,F
programming languages,providing,a way,programming languages providing a way,F
programming languages,denote,string literals,programming languages denote string literals,F
the right string type,decrease,the order,the right string type decrease the order,F
the wrong one,be able to accommodate,string data,the wrong one be able to accommodate string data,F
languages,support,strings,languages support strings,F
languages,support,a list,languages support a list,F
a special string,is getting,Unicode support,a special string is getting unicode support,F
the complexities,set into,the string type,the complexities set into the string type,F
strings,can be iterated,languages,strings can be iterated languages,F
string operations,create,new strings,string operations create new strings,F
some early adopters,transitioned,transitioned form UCS2,some early adopters transitioned transitioned form ucs2,F
many encodings,used,text strings,many encodings used text strings,F
modern usage,is converging on,Unicode,modern usage is converging on unicode,F
some early adopters,transitioned,UTF,some early adopters transitioned utf,F
some early adopters,transitioned,a persistence format,some early adopters transitioned a persistence format,F
Windows software,adopts,the WinAPI convention,windows software adopts the winapi convention,F
a String,is surrounded by,double quotes,a string is surrounded by double quotes,F
a String,is surrounded by,example,a string is surrounded by example,F
a String,is surrounded by,C++,a string is surrounded by c++,F
a String,is surrounded by,Java,a string is surrounded by java,F
Framework,used to create,rich client user experiences,framework used to create rich client user experiences,F
Runtime languages,define,user interface elements,runtime languages define user interface elements,F
A fundamental aspect,is to separate,the user interface definition,a fundamental aspect is to separate the user interface definition,F
developers,work concurrently on,the business logic,developers work concurrently on the business logic,F
designers,work concurrently on,the business logic,designers work concurrently on the business logic,F
A fundamental aspect,is to separate,the business logic,a fundamental aspect is to separate the business logic,F
developers,work concurrently on,a single project,developers work concurrently on a single project,F
designers,work concurrently on,a single project,designers work concurrently on a single project,F
UI,rendering,the video hardware,ui rendering the video hardware,F
UI,rendering,the use,ui rendering the use,F
computers GPU,frees,the CPU,computers gpu frees the cpu,F
WPF runtime libraries,are included in,all versions,wpf runtime libraries are included in all versions,F
WPF applications,hosted as,object,wpf applications hosted as object,F
WPF applications,hosted as,a website,wpf applications hosted as a website,F
WPF runtime libraries,will be provided by,future,wpf runtime libraries will be provided by future,F
nuget packages,known as,App Local,nuget packages known as app local,F
nuget packages,known as,order,nuget packages known as order,F
WinUI frameworks,became,December,winui frameworks became december,F
WPF,is starting with,System,wpf is starting with system,F
tool,runs on,macos,tool runs on macos,F
this tag,should be used only for,questions,this tag should be used only for questions,F
question,avoid adding,this tag,question avoid adding this tag,F
Support questions,may be asked on,Windows,support questions may be asked on windows,F
Windows,was released on,October,windows was released on october,F
Windows,was released to,October,windows was released to october,F
Windows,was released to,the market,windows was released to the market,F
question,use,the tag,question use the tag,F
MongoDB,supports,a large number,mongodb supports a large number,F
all versions,released after,October,all versions released after october,F
Commercial Licenses,provides,the Aggregation Framework,commercial licenses provides the aggregation framework,F
Commercial Licenses,provides,Reduce,commercial licenses provides reduce,F
Commercial Licenses,are also available from,MongoDB MongoDB,commercial licenses are also available from mongodb mongodb,F
Commercial Licenses,provides,complex queries,commercial licenses provides complex queries,F
Commercial Licenses,offers,a powerful query language,commercial licenses offers a powerful query language,F
Community Supported Drivers,Supported,Community Supported Drivers,community supported drivers supported community supported drivers,F
Community Supported Drivers,offer,support,community supported drivers offer support,F
Drivers,are available for,popular programming languages,drivers are available for popular programming languages,F
Client Libraries,are available for,popular programming languages,client libraries are available for popular programming languages,F
Community Supported Drivers,offer,further programming languages,community supported drivers offer further programming languages,F
The current production release series,take,advantage,the current production release series take advantage,F
the Security section,includes,a MongoDB Security Checklist,the security section includes a mongodb security checklist,F
Inc.,provides,archives,inc. provides archives,F
the company,develop,related tools,the company develop related tools,F
the company,develop,services including MongoDB Cloud Manager,the company develop services including mongodb cloud manager,F
MongoDB,covers,MongoDB,mongodb covers mongodb,F
superset,compiles to,plain JavaScript,superset compiles to plain javascript,F
This tag,is not used for,general JavaScript questions,this tag is not used for general javascript questions,F
superset,compiles to,plain JavaScript,superset compiles to plain javascript,F
open source software,released under,the PostgreSQL License,open source software released under the postgresql license,F
Numerous forks,exist for,specialized tasks,numerous forks exist for specialized tasks,F
features,differ from,PostgreSQL,features differ from postgresql,F
syntax,differ from,PostgreSQL,syntax differ from postgresql,F
compatible shell,incorporates,useful features,compatible shell incorporates useful features,F
compatible shell,incorporates,useful features,compatible shell incorporates useful features,F
sh scripts,can be run by,addition,sh scripts can be run by addition,F
sh scripts,can be run by,modification,sh scripts can be run by modification,F
Linux installations,should be using,using something,linux installations should be using using something,F
macOS,uses,version,macos uses version,F
macOS,uses,licensing issues,macos uses licensing issues,F
macOS,uses,default,macos uses default,F
an answerer,assume,an explicit version,an answerer assume an explicit version,F
Questions tagged osx,imply,version,questions tagged osx imply version,F
line characters,Use,v yourfile,line characters use v yourfile,F
line characters,Use,echo,line characters use echo,F
future readers,can benefit from,question,future readers can benefit from question,F
DOS carriage returns,will show,M,dos carriage returns will show m,F
DOS carriage returns,will show,each line,dos carriage returns will show each line,F
The bash tag,should be reserved for,problems,the bash tag should be reserved for problems,F
the error,is automatically caught by,shellcheck,the error is automatically caught by shellcheck,F
Some fundamentals,are surprising even to,veterans,some fundamentals are surprising even to veterans,F
Bash questions,are not really specific to,Bash,bash questions are not really specific to bash,F
The Stack Overflow bash chat,is useful for coordinating,coordinating work,the stack overflow bash chat is useful for coordinating coordinating work,F
portion,is still often referred to,that way,portion is still often referred to that way,F
this tag,be used for,questions,this tag be used for questions,F
this tag,be confused with,vb6,this tag be confused with vb6,F
this tag,be confused with,vba,this tag be confused with vba,F
this tag,be confused with,vbscript,this tag be confused with vbscript,F
those languages,share,a similar syntax,those languages share a similar syntax,F
the following versions,have been released,date,the following versions have been released date,F
NET,is supported in,a wide range,net is supported in a wide range,F
general programming questions,happen to involve,a Git repository,general programming questions happen to involve a git repository,F
Oracle,provides,a free version,oracle provides a free version,F
posting questions,include,version,posting questions include version,F
posting questions,include,Oracle edition,posting questions include oracle edition,F
the ability,perform,work,the ability perform work,F
the ability,perform,questions regarding multi-threading,the ability perform questions regarding multi-threading,F
the ability,perform,multiple concurrent streams,the ability perform multiple concurrent streams,F
a processor,can create,this model,a processor can create this model,F
multiple threads,will be executed in,parallel,multiple threads will be executed in parallel,F
a unique heap,shared by,memory,a unique heap shared by memory,F
the diminishing amount,can be achieved by,numbers,the diminishing amount can be achieved by numbers,F
the overall aim,is to minimize,the amount,the overall aim is to minimize the amount,F
the overall aim,is to minimize,any concurrent system,the overall aim is to minimize any concurrent system,F
This tag,be used for,questions,this tag be used for questions,F
Eclipse IDE,used for,the use,eclipse ide used for the use,F
framework,is used for managing,ins,framework is used for managing ins,F
framework,is used for managing,runtime,framework is used for managing runtime,F
the IDE,form,general Rich Client Platform,the ide form general rich client platform,F
the Eclipse CDT Project,supplies,Java web applications,the eclipse cdt project supplies java web applications,F
PyDev,provides,PyDev,pydev provides pydev,F
Eclipse IDE,provides,a crucial part,eclipse ide provides a crucial part,F
version,Download,site,version download site,F
version,Download,the Eclipse Platform project,version download the eclipse platform project,F
The list tag,may refer to,list,the list tag may refer to list,F
every programming language,provides,support,every programming language provides support,F
inductive properties,lend,every programming language,inductive properties lend every programming language,F
every programming language,are particularly common in,functional languages,every programming language are particularly common in functional languages,F
inductive properties,lend,recursive abstractions,inductive properties lend recursive abstractions,F
The flexibility,is somewhat offset by,O,the flexibility is somewhat offset by o,F
dynamic arrays,support,O,dynamic arrays support o,F
The AWS tag,be used with,other tags,the aws tag be used with other tags,F
Software,provided by,Amazon,software provided by amazon,F
Software,provided by,centers,software provided by centers,F
a subsidiary,provides on,demand cloud computing platforms,a subsidiary provides on demand cloud computing platforms,F
a subsidiary,provides on,APIs,a subsidiary provides on apis,F
a subsidiary,provides on,individuals,a subsidiary provides on individuals,F
a subsidiary,provides on,companies,a subsidiary provides on companies,F
a subsidiary,provides on,governments,a subsidiary provides on governments,F
numerous features,work across,the web,numerous features work across the web,F
numerous features,work across,Android,numerous features work across android,F
numerous features,work across,iOS,numerous features work across ios,F
a sequence,defines,an abstract solution,a sequence defines an abstract solution,F
a sequence,defines,a problem,a sequence defines a problem,F
issue,is related to,algorithm design,issue is related to algorithm design,F
An algorithm,can solve,a class,an algorithm can solve a class,F
An algorithm,can be expressed in,many ways,an algorithm can be expressed in many ways,F
class,be solved by,algorithms,class be solved by algorithms,F
Algorithm performance,is often rated with,???? notation,algorithm performance is often rated with ???? notation,F
A key algorithm classification,provide,a correct result,a key algorithm classification provide a correct result,F
question,relates to using,specific behavior,question relates to using specific behavior,F
question,relates to using,using macOS APIs,question relates to using using macos apis,F
A form,contains,elements,a form contains elements,F
inputs,may include,inputs,inputs may include inputs,F
inputs,may include,text fields,inputs may include text fields,F
inputs,may include,checkboxes,inputs may include checkboxes,F
inputs,may include,buttons,inputs may include buttons,F
outputs,may include,inputs,outputs may include inputs,F
outputs,may include,text fields,outputs may include text fields,F
outputs,may include,checkboxes,outputs may include checkboxes,F
outputs,may include,buttons,outputs may include buttons,F
the method,used to make,the request,the method used to make the request,F
HTML Forms,are required to collect,different kinds,html forms are required to collect different kinds,F
Forms,contain,special elements,forms contain special elements,F
Forms,submit,buttons,forms submit buttons,F
Users,complete,a form,users complete a form,F
The image tag,be used for,assistance,the image tag be used for assistance,F
Questions,should include,the tags,questions should include the tags,F
the question,relates to,format conversion,the question relates to format conversion,F
Images,are typically rendered as,the case,images are typically rendered as the case,F
tags,classify,the type,tags classify the type,F
A community list,is available at,Scala,a community list is available at scala,F
General server help,can be obtained at,Server Fault,general server help can be obtained at server fault,F
web applications,run,data,web applications run data,F
services,run,data,services run data,F
web applications,run,Microsoft data centres,web applications run microsoft data centres,F
services,run,Microsoft data centres,services run microsoft data centres,F
Microsoft Azure,can be used to build,web applications,microsoft azure can be used to build web applications,F
Microsoft Azure,can be used to build,services,microsoft azure can be used to build services,F
Microsoft Azure,can connect on,premises applications,microsoft azure can connect on premises applications,F
Microsoft Azure,can connect on,map,microsoft azure can connect on map,F
Microsoft Azure,offers,several services,microsoft azure offers several services,F
Spring Boot,takes,an opinionated view,spring boot takes an opinionated view,F
Spring Boot,makes,Spring Boot,spring boot makes spring boot,F
Spring Boot,consists of,modules,spring boot consists of modules,F
stopping Spring Boot created applications,created,stopping Spring Boot created applications,stopping spring boot created applications created stopping spring boot created applications,F
stopping Spring Boot created applications,created,stopping Spring Boot created applications,stopping spring boot created applications created stopping spring boot created applications,F
some functionality,can be used on,A command line interface,some functionality can be used on a command line interface,F
stopping Spring Boot created applications,provides,some functionality,stopping spring boot created applications provides some functionality,F
Module,autoconfigure,a wide range,module autoconfigure a wide range,F
Module,autoconfigure,a wide range,module autoconfigure a wide range,F
Module,autoconfigure,a wide range,module autoconfigure a wide range,F
This project,will enable,certain enterprise features,this project will enable certain enterprise features,F
This project,will enable,application,this project will enable application,F
the auto configure module,uses,autodetection,the auto configure module uses autodetection,F
the auto configure module,detect,certain frameworks,the auto configure module detect certain frameworks,F
Different quickstart projects,include as,a dependency,different quickstart projects include as a dependency,F
Different quickstart projects,will have,dependencies,different quickstart projects will have dependencies,F
The maven,build,tool,the maven build tool,F
gradle,build,tool,gradle build tool,F
the actual version numbers,are sometimes confused with,the last two digits,the actual version numbers are sometimes confused with the last two digits,F
these version numbers,are shown as,V-nn.x,these version numbers are shown as v-nn.x,F
edition,fits,needs,edition fits needs,F
major differences,can be seen at,a glance,major differences can be seen at a glance,F
the code,was written in,Visual Studio,the code was written in visual studio,F
Bootstrap,includes,other things,bootstrap includes other things,F
Bootstrap,is tested,the major modern browsers,bootstrap is tested the major modern browsers,F
the default download package,contains,CSS files,the default download package contains css files,F
v3.1.0,was licensed under,the Apache 2 License,v3.1.0 was licensed under the apache 2 license,F
an open source framework,uses,the same design,an open source framework uses the same design,F
